-19.6,-28.78,-21.37,-80.4
-10.71,27.03,2.05,89.35
19.41,9.45,21.4,88.52
-22.13,-27.71,6.63,5.51
27.21,-17.89,-21.51,-103.2
21.98,6.41,-5.63,-0.36
-19.8,3.92,-14.97,8.48
-26.84,-15.29,13.12,60.78
-8.28,9.34,-8.78,30.62
16.72,24.37,-9.13,18.12
23.29,12.79,-20.0,-34.27
-24.22,-25.26,-11.49,-39.5
6.44,-27.26,-3.16,-49.73
-24.68,-8.39,-10.58,0.17
24.91,-20.37,-23.75,-112.91
-23.12,-23.72,-8.63,-30.17
7.91,13.58,10.07,71.56
-8.93,27.14,-12.3,48.35
-28.46,-17.06,15.18,59.68
-5.88,27.13,-16.39,33.48
11.32,-29.38,-23.61,-115.29
-3.46,-3.09,14.9,66.92
-25.64,5.46,13.65,101.8
-3.32,2.4,-0.8,28.35
7.13,-27.37,6.15,-22.0
28.01,-10.35,2.98,-16.01
6.11,6.08,-16.2,-23.21
12.45,-27.32,-13.5,-84.82
-29.5,-5.19,12.12,80.98
22.96,-8.55,-28.69,-103.92
-1.79,5.78,3.78,46.17
28.92,-0.81,27.11,72.75
13.78,26.27,-9.38,33.92
28.47,-24.57,17.65,-1.43
-14.49,3.56,-20.72,-17.65
-28.97,-21.95,0.54,9.08
28.31,-18.25,-21.37,-107.9
27.11,16.38,20.32,89.69
26.59,28.49,-14.9,15.7
-1.88,2.3,22.35,98.9
-1.09,-6.55,6.93,27.56
-8.47,0.89,25.96,110.11
-12.51,8.85,22.38,120.88
-28.59,16.83,-5.63,72.63
2.33,-14.26,-3.0,-16.67
-8.01,17.38,28.88,152.17
15.97,8.89,-14.15,-14.0
-28.71,8.63,24.55,146.28
10.69,-22.94,17.95,15.84
-15.68,8.62,-21.37,-6.42
26.23,-2.55,-20.78,-74.04
12.58,13.28,9.73,61.56
-7.37,29.1,-24.69,12.15
1.84,-10.1,-0.6,-0.95
14.96,15.7,23.42,108.37
0.09,-7.7,-27.76,-80.28
20.29,2.18,-21.77,-59.1
-20.13,4.32,10.46,85.16
13.54,23.86,-17.15,10.6
4.39,7.16,21.91,101.92
1.46,-10.12,22.59,69.88
13.72,-21.26,-18.16,-87.34
12.22,2.43,-29.09,-76.89
-4.74,-27.75,8.86,8.74
-15.45,-10.41,-4.0,-5.73
-5.57,10.15,-24.95,-28.07
-9.26,27.78,-6.19,71.53
6.26,-13.35,21.25,53.54
-6.91,25.55,-20.92,22.11
-29.42,-17.7,-17.09,-33.86
13.41,-24.42,0.82,-35.94
-20.37,24.17,18.87,145.58
8.96,-23.78,-26.99,-113.25
3.12,25.55,-16.79,13.69
14.77,-6.84,-13.15,-42.43
-16.46,9.99,20.09,116.81
-29.3,18.21,-28.3,1.0
15.26,-15.32,11.81,12.34
-18.31,-21.06,24.09,68.06
12.78,26.38,-20.71,0.95
6.46,-18.82,25.37,54.84
14.99,-24.22,25.32,34.87
-17.34,22.27,1.44,92.86
-6.75,10.12,11.24,86.48
16.63,25.64,9.97,89.16
-17.47,-26.76,8.27,8.21
-23.07,-25.18,-23.8,-77.58
-8.95,-17.35,-21.74,-69.69
22.61,28.11,-10.99,24.1
-8.94,-28.53,-19.69,-86.12
-28.03,2.1,17.89,113.88
-26.62,4.5,-21.77,-9.45
-17.16,3.1,6.22,69.95
-20.78,26.6,-15.92,49.09
-10.96,-15.32,-2.86,-3.64
-1.37,8.76,8.48,67.95
-7.55,28.14,-1.98,75.11
10.55,-23.84,-14.56,-82.98
25.63,18.36,-20.63,-23.48
-29.16,27.75,-6.64,87.79
4.55,-10.54,10.08,22.77
-21.67,-23.25,26.52,76.11
13.49,0.57,22.83,79.74
-5.29,20.32,-27.55,-14.23
24.64,15.11,-25.24,-50.29
6.49,-12.67,15.65,42.56
17.8,20.68,7.17,71.06
-1.82,-11.95,-6.76,-19.33
0.85,-17.35,-22.12,-80.96
19.61,-3.67,20.79,63.5
14.71,0.39,-25.33,-67.43
-11.04,6.78,-18.44,-10.09
-25.67,-0.51,20.79,110.34
1.69,14.54,-20.43,-7.53
-1.06,27.6,-5.1,62.84
-10.0,17.26,23.22,138.76
-0.16,11.83,-16.11,-1.63
24.11,-11.02,-20.64,-81.05
4.88,-6.4,-3.56,-7.41
-21.26,0.59,-0.92,43.34
-18.31,29.1,10.74,130.55
24.62,-18.71,-0.64,-44.14
-16.89,-4.39,0.34,33.03
26.95,-3.24,27.15,72.24
-2.39,-20.67,-16.38,-60.64
-8.52,-26.19,6.2,-4.23
-7.7,17.76,-6.88,43.81
7.39,12.18,19.09,97.89
21.69,15.39,-19.54,-24.92
-27.72,-20.47,-17.01,-43.34
29.81,24.3,1.22,47.76
-3.75,-3.36,-22.78,-49.91
-24.43,-28.72,-23.86,-87.79
-14.94,-19.26,-6.4,-22.92
3.62,-8.87,-13.52,-41.23
-1.17,1.76,-9.55,-1.81
-15.0,-6.43,-25.35,-47.18
-28.73,-6.46,12.34,74.88
-19.72,-22.05,-9.08,-36.99
-17.31,26.64,-24.25,17.69
22.02,-24.43,-28.38,-133.36
6.94,24.14,-17.94,7.47
-22.55,-6.9,20.5,95.62
21.09,4.19,24.36,79.01
29.33,12.37,12.48,52.23
20.73,15.52,-27.03,-49.72
-11.99,-19.22,18.9,55.38
24.31,7.62,17.3,72.84
-22.42,26.5,26.29,180.78
26.14,21.75,22.58,105.3
5.55,-5.79,24.6,79.18
19.75,-17.44,26.59,50.05
-10.87,2.4,-1.77,32.84
12.64,-12.83,7.86,7.34
25.99,7.69,8.01,30.46
7.29,-17.33,-29.07,-107.19
12.69,-29.32,-9.48,-76.08
3.57,-3.23,13.75,55.26
2.25,-27.92,-29.32,-123.16
-9.33,6.33,-20.81,-19.94
24.42,20.93,-3.5,31.94
-18.09,-29.85,-29.87,-104.51
-0.41,-6.92,-6.21,-12.12
-19.22,1.66,-12.18,7.06
4.12,-25.7,-14.09,-75.63
16.13,19.92,-5.18,28.69
21.69,3.76,-21.78,-55.04
20.42,-19.07,17.44,15.28
-16.71,8.32,-27.25,-29.94
27.06,11.1,4.88,29.55
-9.65,21.23,-26.09,-3.97
11.75,8.93,0.4,29.54
-0.51,-9.2,-6.82,-16.43
-14.23,13.91,6.39,88.92
-29.18,-21.58,5.77,21.98
-19.25,15.83,-0.03,74.5
-27.07,21.18,12.04,130.92
9.87,-11.1,3.64,-1.48
5.37,24.81,8.08,88.32
25.91,15.94,-7.34,10.12
5.79,28.57,-29.6,-11.97
2.68,20.79,-2.27,57.65
22.98,-26.94,-13.91,-98.81
17.1,6.73,17.46,76.88
-8.24,19.58,-22.89,3.02
16.25,-10.54,24.99,57.68
-25.43,3.35,-6.87,30.33
-19.48,-27.9,-23.05,-86.49
8.88,-24.84,-27.6,-115.92
-0.14,-19.15,7.87,6.35
-13.26,-1.8,16.48,85.03
16.8,-0.84,14.53,49.72
-5.6,24.53,-20.43,13.3
15.11,-21.48,-10.0,-61.4
9.41,-11.57,-3.8,-22.32
-25.96,29.18,-23.93,36.0
21.21,26.22,20.84,119.89
-12.24,1.4,-20.55,-23.82
27.51,-19.23,3.68,-32.01
-4.35,1.76,4.21,47.07
18.05,-16.77,1.76,-24.45
17.5,4.7,4.07,28.99
-6.2,-12.14,10.54,34.87
-20.85,1.75,-1.28,42.96
-27.88,-13.08,-0.14,21.88
-15.46,2.98,-12.13,5.76
22.17,12.44,-6.42,3.04
17.45,25.1,27.19,137.81
-28.42,-19.65,-6.89,-8.66
12.26,-23.66,-18.13,-84.64
-15.3,-4.72,-28.27,-60.81
29.62,7.21,-29.22,-76.69
18.95,-5.74,25.42,70.26
24.48,-10.67,-24.01,-95.25
29.65,22.05,22.08,100.45
8.26,13.01,0.97,46.78
11.0,1.33,3.54,22.16
11.72,7.67,5.25,32.77
8.05,-25.57,-16.36,-84.28
-9.48,22.44,-0.84,75.68
-25.01,-2.97,6.61,59.89
14.06,-2.24,22.0,71.34
-10.28,-8.65,23.86,81.5
6.29,-24.65,-28.44,-124.41
6.56,-28.73,-9.91,-72.96
-25.33,17.38,3.23,92.76
22.3,12.41,8.44,50.21
19.4,-21.58,10.4,-7.47
26.09,-0.77,23.38,66.52
-13.27,-6.99,-1.23,21.06
1.72,-12.11,1.48,0.84
6.11,-1.53,-15.75,-30.37
-1.79,-4.1,6.58,41.72
18.08,-10.41,-19.34,-67.52
12.26,-8.58,10.27,27.06
8.48,14.21,-22.28,-28.76
1.66,-20.1,-17.82,-74.48
-29.55,-3.56,27.9,128.18
-20.12,-4.48,-20.86,-20.86
-10.48,-0.76,16.45,82.87
1.41,-13.79,-5.64,-21.99
-7.43,-16.55,-13.57,-44.6
27.32,-25.48,-5.8,-73.44
26.41,21.77,25.29,114.08
7.54,13.8,-25.15,-36.93
12.9,-28.86,4.91,-29.53
-16.79,1.49,9.15,67.68
-9.46,-17.58,2.09,-1.45
24.77,-9.81,-13.1,-53.26
-12.84,-18.69,-10.4,-31.96
-27.59,-22.9,26.5,86.93
11.98,16.26,11.58,79.74
18.95,-26.08,8.68,-19.65
-16.52,14.38,3.87,77.88
27.71,24.61,27.55,127.71
-25.3,19.6,0.82,86.28
-17.47,-4.98,18.14,86.57
8.34,-9.29,-12.82,-42.04
-29.73,-10.12,18.95,86.0
-23.11,-3.46,4.07,58.32
-15.64,13.17,21.02,127.0
23.44,10.4,-23.88,-45.1
-3.52,-5.99,4.12,27.34
-16.83,-10.23,-3.46,13.71
-3.49,-6.66,-27.06,-71.75
-22.04,-5.88,-0.29,28.95
-10.97,10.72,15.91,98.16
16.13,-8.41,29.93,77.42
9.11,4.88,-14.7,-18.02
16.24,-2.23,-26.26,-75.79
-14.04,13.89,-9.16,38.55
-16.21,-23.15,-27.82,-90.75
-25.66,25.39,5.92,110.75
15.48,-18.07,15.02,16.47
17.79,20.08,6.25,63.25
-24.45,-20.98,2.35,12.98
-3.52,-14.6,-9.88,-32.66
-8.14,-11.56,-21.99,-58.6
-0.45,11.97,-1.07,41.15
-25.1,-29.89,23.27,57.76
26.19,-10.56,17.61,30.48
26.23,-26.87,-29.01,-142.72
-2.63,-20.78,12.57,18.69
-16.4,-24.02,19.85,53.25
3.64,2.61,-22.55,-45.05
-2.57,-21.31,0.02,-23.49
-26.65,-28.69,18.25,48.1
